,Make,Model,Variant,PriceInLakhs,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,EngineLocation,Fuel_System,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,City_Mileage,Highway_Mileage,ARAICertifiedMileage,ARAI_Certified_Mileage_for_CNG,KerbWeight,Gears,GroundClearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,SeatingCapacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,GrossVehicleWeight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,vigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,UnitsSoldPerThousand,ProfitPercent
231,Honda,Jazz,S Diesel,19.22,1498 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,5,12 km/litre,,27.3 km/litre,,1139 kg,6,165 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam Axle,1490 mm,1475 mm,175/65,175/65,Electric Power,All Windows,,Yes,100PS@3600rpm,200Nm@1750rpm,Alog,Alog,Alog,Yes,5,Fabric,Manual,2530 mm,R15,,Yes,USB & Aux-in,Yes,,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,"Manual, Interl",354 litres,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,,1 years /20000 Kms (years/distance whichever comes first),Yes,"Interl, Manual",Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,Rake,,,Rear sensors,Yes,,,,,,Yes,,,Manual Adjustment,,,,Yes,,,,,,,,,,,,,,,,,,,,79,4.45
232,Honda,Jazz,V Diesel,13.55,1498 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,5,12 km/litre,,27.3 km/litre,,1146 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",1490 mm,1475 mm,175/65R15,175/65R15,Electric Power,All Windows,,"Smart Key, Remote",100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,2,5,Fabric,Manual,2530 mm,175/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,,Manual Adjustment,,,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,64,5.15
233,Honda,Jazz,Vx Diesel,4.26,1498 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1544 mm,3955 mm,1694 mm,Hatchback,5,12 km/litre,,27.3 km/litre,,1155 kg,6,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",1490 mm,1475 mm,175/65R15,175/65R15,Electric Power,All Windows,,"Remote, Smart Key",100PS@3600rpm,200Nm@1750rpm,Digital,Alog,Alog,2,5,Fabric,Manual,2530 mm,175/65R15,Yes,Yes,,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,,Manual Adjustment,Yes,,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,23,16.7
234,Honda,Jazz,Exclusive Edition Cvt,2.12,1199 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,40 litres,Petrol,1544 mm,3955 mm,1694 mm,Hatchback,5,,,18.2 km/litre,,1066 kg,5,165 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",1490 mm,1475 mm,175/65R15,175/65R15,Electric Power,All Windows,,"Remote, Smart Key",89 bhp@6000rpm,110 Nm@4800rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2530 mm,175/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Interl,354 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,10.1:1,Rake,,,Rear sensors with camera,Yes,Yes,,,,Yes,Yes,Yes,,Manual Adjustment,,,,,Yes,,,,,,,,Yes,Yes,,,,Yes,,,,,,43,1.96
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,5.05,1956 cc,4,4,AWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1657 mm,4398 mm,1818 mm,SUV,5,,,16.3 km/litre,,1654 kg,9,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",,,225 / 60 R17,225 / 60 R17,Hydraulic Power,All Windows,,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Alog,Alog,2,5,Leather,Automatic,2636 mm,225 / 60 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",438 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Interl",Digital,Automatic,Alog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,Sport,Yes,,,,,Yes,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,68,17.39
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,9.39,1956 cc,4,4,AWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1657 mm,4398 mm,1818 mm,SUV,5,,,16.3 km/litre,,1654 kg,9,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",,,265 / 60 R17,265 / 60 R17,Hydraulic Power,All Windows,,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Alog,Alog,2,5,Leather,Automatic,2636 mm,265 / 60 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Interl",Digital,Automatic,Alog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,Sport,Yes,,,,,Yes,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,39,10.83
237,Isuzu,Mu-X,4X2,14.1,2999 cc,4,4,RWD,In-line,BS IV,"Front, Longitudil",Injection,76 litres,Diesel,1840 mm,4825 mm,1860 mm,SUV,5,13.8 km/litre,13.8 km/litre,13.8 km/litre,,,5,220 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Rigid suspension with gas-sealed, twin-tube shock absorber",1570 mm,,245/70R17,245/70R17,Electric Power,All Windows,Yes,Remote,177PS@3600rpm,380Nm@1800-2800rpm,Alog,Alog,Alog,Yes,7,Leather,Automatic,2845 mm,245/70R17,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Manual",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Interl,Digital,Manual,Alog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Heater, Fully automatic climate control",,Yes,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,"Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,,24,3.68
238,Isuzu,Mu-X,4X4,14.78,2999 cc,4,4,AWD,In-line,BS IV,"Front, Longitudil",Injection,76 litres,Diesel,1840 mm,4825 mm,1860 mm,SUV,5,13.8 km/litre,13.8 km/litre,13.8 km/litre,,,5,220 mm,Ventilated Disc,Drum,Independent Double Wish Bone - Coil Spring Suspension,"Rigid suspension with gas-sealed, twin-tube shock absorber",1570 mm,,245/70R17,245/70R17,Electric Power,All Windows,,Remote,177PS@3600rpm,380Nm@1800-2800rpm,Alog,Alog,Alog,Yes,7,Leather,Automatic,2845 mm,245/70R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Manual",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Interl,Digital,Manual,Alog + Digital,Yes,6.2 meter,Yes,Driver & Front Passenger,Yes,"Heater, Fully automatic climate control",,Yes,,,,,,Yes,,,,Yes,,,Yes,,All Rows,,"Drive side airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,,,,11,8.71
239,Mahindra,Alturas G4,2Wd At,17.16,2157 cc,4,,FWD,In-line,BS IV,"Front, Transverse",Injection,70 litres,Diesel,1845 mm,4850 mm,1960 mm,,,,,12.35 km/litre,,,7,,Ventilated Disc,Ventilated Disc,Double Wishbone with Coil spring,5 Link Rear Suspension with Coil Spring,,,255/60 R18,255/60 R18,Electric Power,Only Front Windows,Yes,"Remote, Smart Key",178bhp@400rpm,420Nm@1600-2600rpm,Digital,Digital,Digital,Yes,,Leather,Automatic,2865 mm,255/60 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,"With Remote, Interl",Digital,Manual,Alog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Yes,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,,,,33,6.59
240,Mahindra,Alturas G4,4Wd At,13.06,2157 cc,4,4,4WD,In-line,,"Front, Transverse",Injection,70 litres,Diesel,1.845 mm,4850 mm,1960 mm,SUV,5,,,12.05 km/litre,,,7,,Ventilated Disc,Ventilated Disc,"Double Wish-bone type, Independent Front Coil Spring",5 link Suspension with coil springs,,,255/60 R18,255/60 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,178Bhp @ 4000,420Nm @1600-2600,Digital,Digital,Digital,Yes,7,Leather,Automatic,2865 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, With Remote",,Yes,Yes,Yes,Alog,Yes,Yes,Yes,Yes,,Yes,"Push to Open, Interl",Digital,Automatic,Alog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,10,13.21
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,5.72,1968 cc,4,,AWD,In-line,BS IV,,Injection,71 litres,Diesel,1672 mm,4486 mm,1839 mm,SUV,5,,,17.06 km/litre,,1720 kg,8,149 mm,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,1578 mm,1568 mm,215/65R17,215/65R17,Electric Power,All Windows,"Yes, with memory",,141PS@4000rpm,340Nm@1750-2750rpm,Alog,Alog,Digital,Yes,5,Leather,Automatic,2677 mm,215/65R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,,Interl,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Interl,Alog,,Alog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,,,,,Yes,,,Yes,,All Rows,2250 kg,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Auto Climate Control Air Conditioning,Rear sensors,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,99,19.08
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,13.93,1968 cc,4,,AWD,In-line,BS IV,,Injection,71 litres,Diesel,1672 mm,4486 mm,1839 mm,SUV,,,,17.06 km/litre,,1720 kg,,149 mm,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,1578 mm,1568 mm,235/55R18,235/55R18,Electric Power,All Windows,"Yes, with memory",Yes,141PS@4000rpm,340Nm@1750-2750rpm,Alog,Alog,Digital,Yes,,Leather,Automatic,2677 mm,235/55R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,,Interl,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Interl,Alog,,Alog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,2250 kg,"Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,,70,6.01
243,Honda,Cr-V,2Wd Petrol Cvt,9.53,1997 cc,4,,FWD,In-line,,"Front, Transverse",Injection,57 litres,Petrol,1679 mm,4592 mm,1855 mm,SUV,5,,,14.4 km/litre,,,7,198 mm,Ventilated Disc,Solid Disc,"McPherson Strut, Coil Spring","Multilink, Coil Spring",,,235 / 65 R18,235 / 60 R18,Electric Power,All Windows,Power seats,Smart Key,154PS@6500rpm,189NM@4300rpm,Digital,Digital,Digital,Yes,5,Leather,Automatic,2660 mm,,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,522 litres,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Interl,Digital,Automatic,Digital,Yes,5.5 meter,Yes,,,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,,,Yes,,,Yes,,,Yes,Yes,,,,,,75,8.54
244,Honda,Cr-V,2Wd Diesel At,13.45,1597 cc,,4,FWD,In-line,BS IV,"Front, Transverse",Injection,57 litres,Diesel,1679 mm,4592 mm,1855 mm,SUV,5,,,19.5 km/litre,,,9,198 mm,Ventilated Disc,Ventilated Disc,Macpherson strut with Coil Spring,Multi-link coil spring,,,235 / 65 R18,235 / 60 R18,Electric Power,All Windows,Power seats,Smart Key,120PS@4000RPM,300NM@2000rpm,Digital,Digital,Digital,Yes,7,Leather,Automatic,2660 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",150 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Interl",Digital,Automatic,Digital,Yes,,Yes,,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,17,18.87
245,Honda,Cr-V,Awd Diesel At,3.15,1597 cc,,4,AWD,In-line,BS IV,"Front, Longitudil",Injection,57 litres,Diesel,1689 mm,4592 mm,1855 mm,SUV,5,,,18.3 km/litre,,1725 kg,9,208 mm,Ventilated Disc,Solid Disc,Mc Pherson struts with coil spring,Multi-link coil spring,,,235 / 65 R18,235 / 60 R18,Electric Power,All Windows,Power seats,Smart Key,120PS@4000RPM,300NM@2000rpm,Digital,Digital,Digital,Yes,7,Leather,Automatic,2660 mm,235 / 65 R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,150 litres,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Interl,Digital,Manual,Digital,Yes,5.5 meter,Yes,,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,,,,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,12,6.7
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,7.67,1798 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,66 litres,Petrol,1483 mm,4861 mm,1864 mm,Sedan,4,11.3 km/litre,13.7 km/litre,13.7 km/litre,,1540 kg,7,164 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudil and transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Alog,Alog,Yes,5,Leather,Automatic,2841 mm,215/55 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Interl, With Remote",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Interl,Alog,Automatic,Alog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2030 kg,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8,11.1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,3,8.46
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,18.17,1968 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,66 litres,Diesel,1483 mm,4861 mm,1864 mm,Sedan,4,15.1 km/litre,18.19 km/litre,18.19 km/litre,,1565 kg,6,149 mm,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudil and three transverse links, with torsion stabiliser",,,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Yes,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Alog,Alog,Yes,5,Leather,Automatic,2841 mm,215/55 R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",625 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Interl,Alog,Automatic,Alog + Digital,Yes,11.1 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2060 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,32,17.11
248,Audi,A3,35 Tdi Premium Plus,17.99,1968 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1416 mm,4456 mm,1796 mm,Sedan,4,18 km/litre,18 km/litre,20.38 km/litre,,1340 kg,6,161 mm,Ventilated Disc,Ventilated Disc,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555 mm,1526 mm,205/55R17,205/55R17,Electric Power,All Windows,,Smart Key,143PS@4000rpm,320Nm@1750-3000rpm,Digital,Alog,Alog,Yes,5,Leather,Automatic,2637 mm,205/55R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Interl,425 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,"Front, Front & Rear",Yes,3rd/4th year( regardless of its mileage),Yes,Interl,Digital,Manual,Alog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1890 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,Yes,,9,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,,Yes,Yes,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,,Yes,Yes,,,,,,14,9.18
